Category,SubCategory,Brand,Start_Week,Year,Sales,Unit_lift,Revenue,Rev_lift
Hair,Hair Conditioner,Matrix,1/3/2016,2016,5356,-654,99700,-383
Accessories,Hair Combs/Brushes,BABYLISS,24-01-2017,2017,5404,649,101700,302
Hair,Hair Shampoo,Crest,4/10/2016,2016,25871,-671,99300,-75
Toiletries,Sanitary Towels,Aveda,26-10-2015,2015,95374,-622,101100,-253
Toiletries,Anti-Perspirants,Clairol,31-05-2016,2016,93689,-652,101600,-370
Toiletries,Soaps,Crest,22-02-2016,2016,5426,653,100000,288
Hair,Hair Colours,Shiseido,23-11-2015,2015,35768,-1761,101900,-1297
Toiletries,Sanitary Towels,Nivea,18-01-2016,2016,93977,559,100000,333
Accessories,Cosmetic Applicators,ECO TOOLS,10/1/2017,2017,5378,-569,102500,-372
Toiletries,Hand Wash,Clairol,15-08-2017,2017,5438,546,100400,206
Toiletries,Tampons,Clairol,9/8/2016,2016,26398,-483,102100,354
Toiletries,Sanitary Towels,Dove,26-04-2016,2016,93639,499,102100,402
Hair,Hair Shampoo,Aveda,15-03-2016,2016,94053,580,102400,-333
Accessories,Toiletry & Cos Bags,TED BAKER,3/5/2016,2016,5358,597,101300,-312
Accessories,Grooming Tools,CHAMPNEYS,4/1/2016,2016,5392,-661,103100,243
Toiletries,Sanitary Towels,Garnier,23-05-2017,2017,26449,-662,101100,527
Accessories,Bathroom Products,ESSENTIALS,29-08-2017,2017,5417,-672,103300,459
Mens,Shower Gels,LYNX,7/3/2017,2017,26088,527,103100,-438
Toiletries,Shower Gels,Neutrogena,7/6/2016,2016,26467,618,101200,475
Toiletries,Sanitary Towels,Clairol,22-08-2017,2017,94267,613,103100,224
Accessories,Bathroom Products,ESSENTIALS,16-05-2017,2017,4448,-665,101700,-46
Toiletries,Sanitary Towels,Olay,4/10/2016,2016,92791,572,103800,-348
Toiletries,Anti-Perspirants,Garnier,5/9/2017,2017,96193,690,101700,300
Hair,Hair Colours,L'oreal,21-12-2015,2015,26382,668,103900,-201
Toiletries,Anti-Perspirants,Olay,1/11/2016,2016,63213,244,102300,-27
Hair,Hair Styling,Pantene,26-04-2016,2016,26011,598,102500,-483
Accessories,Toiletry & Cos Bags,TED BAKER,22-08-2017,2017,4457,-524,104100,-379
Toiletries,Sanitary Towels,Aveda,19-07-2016,2016,93857,-565,103000,404
Toiletries,Anti-Perspirants,Pantene,11/10/2016,2016,1528,-741,104400,-392
Mens,Hair Styling,BRYLCREEM,20-12-2016,2016,5451,-689,103100,-124
Accessories,Nail Enamels,SENSATIONAIL,9/11/2015,2015,4453,-608,104600,-165
Toiletries,Anti-Perspirants,Nivea,27-06-2017,2017,8937,439,105100,425
Hair,Hair Styling,Garnier,2/8/2016,2016,19164,1151,477800,1668
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,1/11/2016,2016,5421,590,104900,-225
Hair,Hair Styling,TRESEMME,22-11-2016,2016,25928,-614,103800,-191
Mens,Anti-Perspirants,DOVE,23-08-2016,2016,25946,-384,105100,-165
Accessories,Hair Combs/Brushes,KENT,28-02-2017,2017,5364,672,103500,-375
Mens,Anti-Perspirants,MITCHUM,30-08-2016,2016,7292,-552,105300,-131
Toiletries,Sanitary Towels,L'oreal,31-05-2016,2016,95178,654,103600,235
Hair,Hair Shampoo,Matrix,10/1/2017,2017,26132,-547,105400,-32
Hair,Hair Shampoo,Crest,17-10-2017,2017,5404,-569,104100,332
Mens,Shower Gels,TED BAKER,13-12-2016,2016,8942,-441,106100,362
Accessories,Hair Tools & Accs,SCUNCI,29-08-2017,2017,25941,-636,104900,-175
Toiletries,Hand Wash,Aveda,31-01-2017,2017,7294,-556,106800,-209
Toiletries,Sanitary Towels,Crest,30-08-2016,2016,95720,-730,105300,-301
Accessories,Nail Care Products,OPI,11/1/2016,2016,1691,-992,107600,-463
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,14-03-2017,2017,5406,634,106100,449
Accessories,Bathroom Products,ESSENTIALS,11/4/2017,2017,4456,602,108000,-395
Toiletries,Sanitary Towels,L'oreal,14-06-2016,2016,92214,325,107600,153
Toiletries,Anti-Perspirants,Dove,12/9/2017,2017,94200,728,106300,-349
Hair,Hair Shampoo,Clairol,9/5/2017,2017,8935,-550,108200,-272
Mens,Body Sprays,LYNX,9/8/2016,2016,25953,609,106700,66
Hair,Hair Conditioner,Clairol,31-01-2017,2017,26010,583,109200,-413
Toiletries,Shower Gels,Clairol,9/8/2016,2016,95349,677,109300,360
Accessories,False Eyelashes,EYLURE,13-12-2016,2016,95992,717,107400,-263
Mens,Hair Styling,SCHWARZKOPF,5/7/2016,2016,4457,684,107700,-338
Toiletries,Shower Gels,Aveda,14-12-2015,2015,26026,526,110000,-506
Mens,Anti-Perspirants,DOVE,11/7/2017,2017,25934,654,108100,83
Mens,Body Sprays,TED BAKER,28-12-2015,2015,1688,-44,110300,-1719
Hair,Hair Styling,L'oreal,9/11/2015,2015,26354,-710,108300,-694
Hair,Hair Shampoo,Shiseido,25-10-2016,2016,4447,359,110800,-204
Accessories,Nail Enamels,SALLY HANSEN,18-07-2017,2017,217,302,109000,-918
Toiletries,Anti-Perspirants,L'oreal,22-08-2017,2017,7254,597,110400,-361
Hair,Hair Shampoo,Garnier,2/8/2016,2016,31478,-833,1164100,-2185
Hair,Hair Conditioner,Clairol,27-12-2016,2016,8950,636,110300,448
Toiletries,Sanitary Towels,Shiseido,22-02-2016,2016,94174,615,108600,-176
Hair,Hair Conditioner,Pantene,9/8/2016,2016,5417,675,110800,318
Hair,Hair Shampoo,Nivea,16-08-2016,2016,25975,721,109800,217
Hair,Hair Styling,TRESEMME,8/3/2016,2016,8938,-639,111600,-196
Toiletries,Shower Gels,Clairol,10/10/2017,2017,26015,481,109700,57
Hair,Hair Conditioner,Aveda,21-12-2015,2015,5457,-602,110000,-7
Mens,Hair Styling,TONI & GUY,18-10-2016,2016,4450,602,111900,214
Hair,Hair Styling,Pantene,18-07-2017,2017,26062,-470,110100,-363
Toiletries,Body Moisturisers,Olay,23-08-2016,2016,221,437,110600,-434
Mens,Hair Styling,STUDIO LINE,12/4/2016,2016,5434,-600,112800,378
Mens,Anti-Perspirants,FCUK,21-06-2016,2016,7295,809,111000,-133
Mens,Hair Styling,SCHWARZKOPF,19-09-2017,2017,5416,705,111700,307
Toiletries,Anti-Perspirants,Shiseido,11/4/2017,2017,95735,-429,111800,402
Mens,Razors & Blades,GILLETTE,21-12-2015,2015,94454,-440,114100,334
Mens,Body Sprays,LYNX,28-06-2016,2016,26364,628,112300,571
Toiletries,Soaps,Dove,15-08-2017,2017,1523,-603,114400,-877
Toiletries,Anti-Perspirants,Neutrogena,24-05-2016,2016,26374,610,114000,457
Hair,Hair Shampoo,Neutrogena,2/5/2017,2017,5454,539,114000,151
Toiletries,Facial Tissues,Matrix,6/12/2016,2016,91254,-64,114500,-283
Toiletries,Sanitary Towels,Dove,13-09-2016,2016,92292,388,112600,163
Accessories,Cosmetic Applicators,ECOTOOLS,2/8/2016,2016,5431,743,114400,-328
Toiletries,Hand Wash,L'oreal,31-01-2017,2017,26365,-416,113000,525
Mens,Anti-Perspirants,FCUK,6/12/2016,2016,5363,-576,114900,-120
Toiletries,Hand Wash,Crest,6/6/2017,2017,5379,580,114800,399
Accessories,Toiletry & Cos Bags,TED BAKER,24-05-2016,2016,4468,782,113100,-181
Hair,Hair Colours,L'oreal,7/6/2016,2016,25937,625,115400,287
Hair,Hair Conditioner,HERBAL ESSENCES,15-02-2016,2016,26421,-424,113300,561
Mens,Hair Styling,TONI & GUY,8/11/2016,2016,5411,429,115800,349
Toiletries,Hand Wash,Olay,3/10/2017,2017,26004,-596,115600,-357
Accessories,False Eyelashes,KISS,13-06-2017,2017,4449,739,113900,885
Accessories,Jewellery,ACCESSORY CROSSING,1/8/2017,2017,26128,580,116300,3
Toiletries,Shower Gels,Clairol,31-01-2017,2017,35763,-1119,114500,-49
Hair,Hair Shampoo,Olay,4/4/2017,2017,26445,586,116600,441
Mens,Shower Gels,DOVE,30-08-2016,2016,8931,-470,114500,-267
Mens,Shower Gels,L'OREAL,25-04-2017,2017,26132,617,117000,470
Toiletries,Shower Gels,Clairol,1/2/2016,2016,26056,-642,117300,-431
Toiletries,Sanitary Towels,Clairol,8/2/2016,2016,91781,-653,115400,-453
Toiletries,Body Sprays,Clairol,21-02-2017,2017,8919,516,117300,-14
Hair,Hair Shampoo,Aveda,4/1/2016,2016,8942,-514,116000,396
Accessories,Grooming Tools,TWEEZERMAN,21-06-2016,2016,8926,-562,115900,-238
Hair,Hair Shampoo,Clairol,11/4/2017,2017,26395,-582,117400,560
Hair,Hair Styling,TRESEMME,12/7/2016,2016,8943,769,115600,-124
Toiletries,Sanitary Towels,Aveda,27-06-2017,2017,94400,648,117900,-116
Mens,Shower Gels,LYNX,1/11/2016,2016,26151,-753,116100,288
Toiletries,Soaps,Neutrogena,8/3/2016,2016,5361,-589,118700,381
Hair,Hair Shampoo,Dove,1/8/2017,2017,26225,516,116500,442
Accessories,Hair Decorations,SCUNCI,25-04-2017,2017,7242,-734,118600,164
Toiletries,Shower Gels,Aveda,25-04-2017,2017,26006,-695,116900,135
Accessories,Eye Cosmetics,MODEL CO,14-02-2017,2017,232,604,118700,-1001
Toiletries,Soaps,L'oreal,25-01-2016,2016,1519,-819,117400,-635
Hair,Hair Styling,Dove,8/3/2016,2016,8945,595,117900,444
Accessories,Hair Combs/Brushes,KENT,22-11-2016,2016,7250,466,117300,-404
Hair,Hair Shampoo,Olay,26-04-2016,2016,8952,-491,118300,-417
Hair,Hair Colours,Nivea,15-11-2016,2016,5367,-646,118700,504
Accessories,Nail Care Products,SENSATIONAIL,8/8/2017,2017,7298,520,118400,-148
Accessories,False Nails,NAILENE,23-08-2016,2016,8924,-479,118800,283
Hair,Hair Conditioner,Matrix,7/6/2016,2016,25947,610,120300,609
Hair,Hair Shampoo,Shiseido,10/1/2017,2017,26084,-530,121400,-240
Toiletries,Sanitary Towels,Matrix,9/8/2016,2016,94902,-381,119800,-106
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,9/11/2015,2015,7252,-534,120800,-291
Toiletries,Sanitary Towels,Aveda,25-01-2016,2016,94277,-282,123600,484
Accessories,Cosmetic Applicators,ECOTOOLS,7/6/2016,2016,5443,-619,123900,287
Hair,Hair Styling,Garnier,2/8/2016,2016,9104,-1358,1961000,-2090
Hair,Hair Shampoo,L'oreal,28-03-2017,2017,26028,622,122400,17
Hair,Hair Styling,Pantene,24-05-2016,2016,8947,608,124400,-96
Toiletries,Hand Wash,Dove,16-05-2017,2017,5355,18,124000,587
Mens,Hair Shampoo,GRIZZLY BEARD,21-12-2015,2015,5407,-677,122400,512
Mens,Anti-Perspirants,NIVEA,10/5/2016,2016,35059,517,124000,-65
Accessories,False Nails,KISS,26-09-2017,2017,8929,-416,124600,613
Hair,Hair Styling,Aveda,28-12-2015,2015,26500,-473,122800,362
Toiletries,Facial Tissues,Crest,3/1/2017,2017,91433,688,124600,-345
Toiletries,Anti-Perspirants,Neutrogena,22-08-2017,2017,7248,-678,123000,316
Mens,Facial Cleansers,L'OREAL,26-09-2017,2017,4464,-460,125400,-229
Mens,Anti-Perspirants,MITCHUM,17-01-2017,2017,5351,804,125100,-2080
Toiletries,Soaps,Shiseido,4/7/2017,2017,4473,-521,123400,804
Hair,Hair Shampoo,Dove,15-02-2016,2016,5354,708,125200,573
Hair,Hair Colours,Shiseido,30-08-2016,2016,8922,481,125700,292
Accessories,False Nails,ELEGANT TOUCH,31-05-2016,2016,7251,-553,124200,319
Hair,Hair Styling,Olay,7/3/2017,2017,26443,-554,125700,-46
Toiletries,Soaps,Aveda,21-12-2015,2015,1677,127,124500,-1573
Toiletries,Body Sprays,L'oreal,25-10-2016,2016,35053,993,125900,931
Hair,Hair Shampoo,Dove,4/1/2016,2016,26471,-477,124700,536
Accessories,False Eyelashes,EYLURE,11/7/2017,2017,58265,-261,125200,-2019
Accessories,Hair Combs/Brushes,BABYLISS,31-01-2017,2017,5406,550,126800,661
Hair,Hair Conditioner,Dove,20-12-2016,2016,5461,505,124800,498
Mens,Hair Shampoo,TREVOR SORBIE,14-12-2015,2015,1529,712,127200,-693
Toiletries,Shower Gels,L'oreal,11/7/2017,2017,35057,483,125000,-318
Accessories,Hair Combs/Brushes,BABYLISS,26-07-2016,2016,4447,-433,127000,434
Hair,Hair Shampoo,Garnier,3/5/2016,2016,4743,1116,336300,309
Toiletries,Anti-Perspirants,Matrix,8/8/2017,2017,92430,-805,125700,35
Toiletries,Body Sprays,Shiseido,20-12-2016,2016,62611,-638,125300,-478
Hair,Hair Styling,Crest,1/11/2016,2016,24415,-861,127200,-1025
Hair,Hair Shampoo,L'oreal,1/11/2016,2016,4456,651,125300,750
Toiletries,Hand Wash,Dove,20-09-2016,2016,26431,674,127500,681
Mens,Anti-Perspirants,FCUK,12/7/2016,2016,4454,-291,126100,49
Toiletries,Anti-Perspirants,Olay,22-08-2017,2017,81929,-738,127900,145
Mens,Hair Styling,STUDIO LINE,21-12-2015,2015,7257,-618,128000,-566
Accessories,Electro W/Mnagement,SALTER,7/12/2015,2015,229,-700,126300,-125
Mens,Anti-Perspirants,MITCHUM,8/8/2017,2017,7254,622,128100,331
Mens,Anti-Perspirants,RIGHT GUARD,4/1/2016,2016,7263,474,129400,-544
Hair,Hair Conditioner,Olay,17-10-2017,2017,8950,591,127800,493
Toiletries,Shower Gels,Dove,4/7/2017,2017,82256,-741,129200,-617
Hair,Hair Conditioner,Shiseido,21-06-2016,2016,26354,-545,127300,-70
Hair,Hair Colours,Aveda,12/7/2016,2016,7265,606,129300,-492
Toiletries,Anti-Perspirants,Garnier,7/6/2016,2016,7258,600,128100,-132
Mens,Shower Gels,LYNX,16-08-2016,2016,26463,-404,128100,181
Toiletries,Sanitary Towels,Garnier,25-10-2016,2016,92406,-862,128200,-571
Hair,Hair Shampoo,Pantene,21-06-2016,2016,5352,580,129900,52
Accessories,Grooming Tools,CHAMPNEYS,5/9/2017,2017,4474,-559,129000,546
Accessories,Hair Tools & Accs,SCUNCI,30-05-2017,2017,25985,626,129500,254
Accessories,Jewellery,ACCESSORY CROSSING,27-12-2016,2016,26233,-434,130500,675
Accessories,False Nails,ELEGANT TOUCH,17-05-2016,2016,7271,581,131500,-418
Mens,Anti-Perspirants,GILLETTE,25-01-2016,2016,4462,-704,129700,-257
Mens,Anti-Perspirants,GILLETTE,31-01-2017,2017,7255,598,129600,449
Mens,Body Moisturisers,L'OREAL,22-02-2016,2016,223,-641,131900,-138
Hair,Hair Conditioner,Shiseido,26-07-2016,2016,26468,672,131500,29
Toiletries,Body Sprays,Nivea,25-01-2016,2016,7244,606,131400,-172
Toiletries,Facial Tissues,Matrix,21-02-2017,2017,79995,-449,130200,-109
Accessories,Jewellery,ACCESSORY CROSSING,21-06-2016,2016,25990,-534,131900,-203
Hair,Hair Styling,Neutrogena,15-03-2016,2016,7278,-644,132300,244
Hair,Hair Colours,L'oreal,28-02-2017,2017,8947,523,132300,194
Toiletries,Hand Wash,Neutrogena,15-08-2017,2017,8952,719,130500,-274
Toiletries,Hand Wash,Olay,28-06-2016,2016,7269,732,130500,-519
Accessories,Bathroom Products,ESSENTIALS,6/9/2016,2016,5368,769,132500,80
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,28-06-2016,2016,7261,-679,132700,-358
Toiletries,Anti-Perspirants,Dove,4/1/2016,2016,82037,-387,131400,-283
Accessories,Grooming Tools,TWEEZERMAN,21-02-2017,2017,5349,-493,131700,-14
Mens,Body Sprays,FCUK,28-02-2017,2017,5360,745,133900,-104
Toiletries,Soaps,Matrix,19-04-2016,2016,8943,-604,131600,-43
Mens,Hair Styling,VO5,18-01-2016,2016,24615,-657,134000,54
Toiletries,Soaps,Garnier,18-10-2016,2016,7266,567,134300,-520
Mens,After Shaves,OLD SPICE,24-05-2016,2016,1516,426,132700,-410
Toiletries,Sanitary Towels,Aveda,26-09-2017,2017,91888,-399,132300,-197
Toiletries,Anti-Perspirants,Aveda,14-12-2015,2015,7290,-500,133100,642
Mens,Hair Styling,TONI & GUY,31-05-2016,2016,7270,620,132900,-66
Hair,Hair Conditioner,HERBAL ESSENCES,17-05-2016,2016,1515,-517,134700,620
Accessories,False Nails,NAILENE,31-05-2016,2016,7258,744,132900,518
Accessories,Hair Combs/Brushes,TANGLE TEEZER,6/9/2016,2016,8954,635,134900,-240
Accessories,False Nails,ELEGANT TOUCH,14-12-2015,2015,24609,-617,133200,125
Accessories,Nail Care Products,OPI,5/4/2016,2016,1516,-600,133700,-624
Hair,Hair Colours,Dove,3/5/2016,2016,82639,-456,135700,272
Toiletries,Anti-Perspirants,Clairol,5/9/2017,2017,62508,-714,133900,315
Toiletries,Soaps,Nivea,7/3/2017,2017,1514,524,135400,64
Hair,Hair Colours,Olay,16-08-2016,2016,82468,-305,133800,-200
Mens,Razors & Blades,PHILIPS,26-04-2016,2016,4471,817,134700,544
Hair,Hair Shampoo,Shiseido,23-05-2017,2017,8951,-571,135800,261
Accessories,Hair Decorations,DISNEY,9/11/2015,2015,1522,473,136000,-532
Accessories,Hair Decorations,SCUNCI,1/2/2016,2016,7279,-437,134100,-114
Mens,Hair Styling,VO5,18-10-2016,2016,26427,-626,136600,555
Mens,After Shaves,TABAC,11/10/2016,2016,222,-732,134800,-90
Hair,Hair Conditioner,Olay,24-05-2016,2016,5432,614,136600,549
Mens,Hair Styling,FISH,30-11-2015,2015,8931,470,137200,-34
Hair,Hair Colours,Pantene,30-05-2017,2017,82054,891,137000,370
Hair,Hair Shampoo,Dove,11/4/2017,2017,94583,-127,134800,70
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,3/10/2017,2017,5530,935,135300,-281
Accessories,False Nails,KISS,4/7/2017,2017,8958,-532,138000,-232
Mens,Shower Gels,TED BAKER,7/6/2016,2016,4443,731,138400,380
Toiletries,Hand Wash,Pantene,12/9/2017,2017,4451,-652,136800,31
Toiletries,Body Moisturisers,Neutrogena,3/5/2016,2016,231,661,138000,-574
Mens,Hair Shampoo,JUST FOR MEN,7/2/2017,2017,1505,608,136100,-323
Mens,Face Masks,MONTAGNE JEUNESSE,25-07-2017,2017,228,645,138200,-443
Mens,Hair Styling,BRYLCREEM,1/8/2017,2017,4450,731,138300,520
Hair,Hair Conditioner,Olay,25-04-2017,2017,5409,688,136800,803
Mens,Hair Styling,STUDIO LINE,22-03-2016,2016,5533,935,138300,-371
Hair,Hair Colours,Dove,1/8/2017,2017,81843,-666,136500,267
Toiletries,Shower Gels,Nivea,14-06-2016,2016,26247,-525,138500,-638
Toiletries,Anti-Perspirants,Garnier,6/9/2016,2016,91388,822,137200,-240
Accessories,False Nails,ELEGANT TOUCH,3/1/2017,2017,7273,693,139200,338
Accessories,Jewellery,ACCESSORY CROSSING,21-12-2015,2015,81990,1079,139800,-185
Accessories,Bathroom Products,ESSENTIALS ACCESSO,30-08-2016,2016,1518,-675,138900,-397
Accessories,Eye Cosmetics,MODEL CO,16-05-2017,2017,230,-608,138600,-642
Hair,Hair Colours,Matrix,9/8/2016,2016,7242,629,139800,-239
Hair,Hair Styling,Dove,16-05-2017,2017,42739,-826,141300,-1757
Accessories,Hair Combs/Brushes,MARK HILL,31-01-2017,2017,1526,612,139500,-500
Hair,Hair Shampoo,Dove,1/3/2016,2016,5412,-407,141700,907
Mens,Hair Styling,VO5,23-08-2016,2016,34817,599,141700,-405
Hair,Hair Colours,Olay,28-12-2015,2015,8945,-568,140500,45
Mens,Hair Shampoo,TREVOR SORBIE,21-12-2015,2015,1511,-521,142000,72
Hair,Hair Conditioner,Matrix,9/8/2016,2016,1528,610,142200,-335
Hair,Hair Shampoo,Garnier,3/5/2016,2016,19943,910,718800,2623
Toiletries,Soaps,Pantene,17-10-2017,2017,7264,542,140600,270
Toiletries,Anti-Perspirants,Garnier,22-03-2016,2016,81737,-662,142500,-278
Mens,Body Sprays,FCUK,2/11/2015,2015,7281,743,142500,-28
Mens,Shower Gels,DOVE,24-01-2017,2017,5401,832,142800,25
Hair,Hair Shampoo,TRESEMME,21-03-2017,2017,26014,-524,141000,416
Toiletries,Hand Wash,Pantene,19-04-2016,2016,24599,-719,141800,-113
Mens,Shower Gels,TED BAKER,16-08-2016,2016,1687,154,141600,-1178
Mens,Body Moisturisers,L'OREAL,8/11/2016,2016,218,-587,143400,-506
Mens,Body Sprays,LYNX,6/9/2016,2016,26284,736,141800,59
Accessories,Jewellery,ACCESSORY CROSSING,27-06-2017,2017,26500,806,144000,691
Mens,Anti-Perspirants,GILLETTE,4/10/2016,2016,4455,-496,142500,170
Toiletries,Soaps,Pantene,27-09-2016,2016,4468,885,142000,1001
Hair,Hair Shampoo,Dove,27-09-2016,2016,5380,-442,142700,78
Toiletries,Sanitary Towels,Garnier,3/10/2017,2017,35760,-1329,144100,-374
Hair,Hair Conditioner,Pantene,6/9/2016,2016,4471,685,142200,45
Toiletries,Anti-Perspirants,Matrix,31-05-2016,2016,63811,-445,144400,-86
Toiletries,Hand Wash,Neutrogena,10/5/2016,2016,25999,556,142400,-155
Toiletries,Sanitary Towels,Neutrogena,11/4/2017,2017,81754,-585,144100,-377
Accessories,Nail Enamels,SENSATIONAIL,7/12/2015,2015,7260,620,145000,215
Accessories,Grooming Tools,ELEGANT TOUCH,29-08-2017,2017,1521,-580,144600,297
Mens,Body Moisturisers,L'OREAL,3/5/2016,2016,232,-428,142900,-632
Hair,Hair Colours,Neutrogena,26-04-2016,2016,90403,348,143800,-6
Accessories,Nail Care Products,OPI,16-08-2016,2016,1522,560,145300,97
Hair,Hair Styling,Pantene,1/3/2016,2016,8914,709,143400,247
Mens,Hair Styling,STUDIO LINE,25-07-2017,2017,1522,728,145800,240
Toiletries,Shower Gels,Crest,25-01-2016,2016,57691,-110,144300,-1089
Toiletries,Anti-Perspirants,Olay,3/10/2017,2017,81992,-696,145400,-215
Accessories,Electro W/Mnagement,SALTER,27-06-2017,2017,229,505,147200,-651
Toiletries,Anti-Perspirants,Shiseido,21-03-2017,2017,82731,876,147300,-151
Mens,After Shaves,TABAC,19-09-2017,2017,232,-581,147600,114
Toiletries,Hand Wash,Shiseido,18-07-2017,2017,7235,-430,145600,330
Mens,Hair Styling,GRIZZLY BEARD,16-05-2017,2017,1509,460,147500,350
Mens,Razors & Blades,GILLETTE,30-11-2015,2015,62283,-488,145800,429
Toiletries,Soaps,Nivea,5/9/2017,2017,1513,616,147300,317
Toiletries,Soaps,Dove,3/1/2017,2017,1519,-554,145800,166
Toiletries,Anti-Perspirants,Shiseido,31-01-2017,2017,7270,-583,148200,260
Hair,Hair Colours,Shiseido,4/7/2017,2017,8956,-540,147100,-258
Mens,After Shaves,TABAC,16-08-2016,2016,219,629,147100,92
Hair,Hair Shampoo,Clairol,21-02-2017,2017,34791,735,148800,-120
Toiletries,Sanitary Towels,Neutrogena,14-02-2017,2017,83006,264,147300,131
Accessories,False Eyelashes,WUNDERBROW,13-06-2017,2017,1523,-654,149000,-269
Hair,Hair Shampoo,Pantene,30-11-2015,2015,62701,-381,147300,-223
Accessories,Electro W/Mnagement,SALTER,10/10/2017,2017,233,-700,149400,114
Mens,Anti-Perspirants,GILLETTE,12/9/2017,2017,3853,-839,147500,-1622
Hair,Hair Colours,Matrix,8/8/2017,2017,8911,-581,148700,-930
Toiletries,Sanitary Towels,Garnier,15-02-2016,2016,92457,-468,149400,324
Toiletries,Tampons,Shiseido,29-08-2017,2017,26263,-423,151500,246
Toiletries,Tampons,Pantene,12/7/2016,2016,62197,764,150000,364
Hair,Hair Shampoo,Garnier,3/5/2016,2016,34059,-182,767600,-553
Hair,Hair Shampoo,Matrix,8/3/2016,2016,62349,741,149700,590
Toiletries,Body Moisturisers,Clairol,1/3/2016,2016,1500,563,150500,374
Hair,Hair Colours,L'oreal,8/3/2016,2016,83195,333,150200,266
Hair,Hair Conditioner,L'oreal,1/11/2016,2016,24604,696,152800,-240
Hair,Hair Shampoo,Nivea,4/10/2016,2016,34783,-275,152700,669
Hair,Hair Shampoo,TRESEMME,31-01-2017,2017,79564,401,153000,-37
Hair,Hair Styling,HERBAL ESSENCES,4/10/2016,2016,8953,-556,151800,-165
Toiletries,Tampons,Shiseido,29-03-2016,2016,26243,-557,151200,-283
Mens,Hair Shampoo,TREVOR SORBIE,24-05-2016,2016,1522,-533,153700,-241
Accessories,Nail Enamels,SALLY HANSEN,18-10-2016,2016,220,-620,153900,200
Accessories,Nail Care Products,SENSATIONAIL,15-03-2016,2016,5535,-144,154500,-33
Mens,Hair Styling,GRIZZLY BEARD,25-04-2017,2017,1523,636,152300,305
Mens,Hair Styling,TONI & GUY,4/10/2016,2016,4446,601,154800,655
Toiletries,Facial Tissues,L'oreal,20-06-2017,2017,62353,-267,153100,510
Hair,Hair Shampoo,Crest,29-03-2016,2016,63079,-389,152800,-86
Mens,Anti-Perspirants,FCUK,19-07-2016,2016,4445,757,154400,691
Mens,Hair Styling,SHOCKWAVES,25-10-2016,2016,4459,-559,155500,731
Accessories,False Eyelashes,EYLURE,2/5/2017,2017,62759,668,153200,454
Hair,Hair Colours,Neutrogena,12/4/2016,2016,81412,-861,155100,-560
Accessories,False Eyelashes,EYLURE,6/12/2016,2016,82245,660,153300,228
Hair,Hair Conditioner,Garnier,3/5/2016,2016,4626,-176,965200,-239
Toiletries,Soaps,Neutrogena,18-07-2017,2017,4445,-496,153900,-47
Mens,Hair Styling,VO5,2/5/2017,2017,26326,641,155600,151
Toiletries,Hand Wash,L'oreal,12/7/2016,2016,1525,-594,153800,228
Toiletries,Shower Gels,Aveda,11/7/2017,2017,82343,-795,155200,231
Toiletries,Facial Tissues,Dove,24-01-2017,2017,26286,642,155700,-412
Accessories,Hair Combs/Brushes,TANGLE TEEZER,22-03-2016,2016,8952,-552,156100,394
Toiletries,Sanitary Towels,Pantene,25-07-2017,2017,26301,-517,154300,278
Accessories,Nail Enamels,SALLY HANSEN,11/7/2017,2017,221,-659,156200,-425
Toiletries,Hand Wash,Matrix,17-05-2016,2016,3871,-677,154700,-1334
Hair,Hair Colours,Dove,30-08-2016,2016,83141,-868,157000,-415
Hair,Hair Shampoo,Matrix,2/11/2015,2015,63103,-476,154600,-79
Hair,Hair Colours,Aveda,24-01-2017,2017,81558,611,156400,-318
Hair,Hair Shampoo,Aveda,18-01-2016,2016,81192,-759,155200,91
Hair,Hair Colours,Aveda,29-11-2016,2016,80167,990,157200,537
